Rank,Place,County,Type,TOTAL SCORE,Crime & safety,Schools,Rent cost,Close to SF,School/TK place,Urban density,2BR median rent $,3BR median rent $,2BR under $4k (est. listings),2BR under $4k supply,3BR under $4k (est. listings),3BR under $4k supply,Violent crime /1k,Property crime /1k,Elementary district,Elementary CAASPP % met,Elementary rating /10,Middle/high district,Middle/high CAASPP % met,Middle/high rating /10,"Drive to Ferry Bldg (min, off-peak)",Miles to SF (straight line),Urbanicity index,Population,District enrolment change 2023-25 %,School assignment system,TK capacity,Rank status,Sources,Notes
147,Sonoma,Sonoma,City,41.5,56.4,7.3,68.9,23.3,78.3,14.9,2750,3799,91% of 2BR stock,Plenty,57% of 3BR stock,Some,4.5,16.3,Sonoma Valley Unified,29.3,3,Sonoma Valley Unified,28.1,3,54.7,34.5,65465,10739,-3.8,,not established,Ranked,crimegrade.org; CAASPP 2025 (CDE),"enrolment trend only; assignment system and TK position not established; enrolment -3.8% 2023-25 (seats opening); CITY vs COUNTY COLLISION - explicitly checked on every page, since 'sonoma-ca' could resolve to either the city (pop ~10,739) or Sonoma County (pop ~485k). Zumper page confirmed CITY of Sonoma. Both CrimeGrade pages state 'The grade covers only Sonoma's official city boundaries', confirming city scope, not county. GreatSchools states 'Sonoma is a city in Sonoma county, California'. All three sources are the city - no county figure leaked in. Zumper 2BR and 3BR from one page (1BR $2,024), same-publisher rule satisfi"
148,Morgan Hill,Santa Clara,City,41.1,74.0,27.9,61.1,6.0,62.1,15.3,2845,4200,89% of 2BR stock,Plenty,43% of 3BR stock,Some,3.5,12.7,Morgan Hill Unified,40.5,6,Morgan Hill Unified,41.9,6,75.8,61.3,71663,45952,-2.5,"address-based attendance area — ""school of residence""","Constrained — TK is hosted at designated sites, not necessarily your home school: ""Students attending TK are already enrolled for kindergarten at their school of residence, regardless of where they attend our TK program."" TK transfers are capacity-gated: ""We will only accept TK transfer requests for TK students with siblings at the requested school and only if there is capacity.""",Ranked,crimegrade.org; CAASPP 2025 (CDE); mhusd.org,"enrolment -2.5% 2023-25 (flat); address-based assignment; TK constrained; Complete. Rent: Zumper city page confirmed 'Morgan Hill, California', current as of 2026-08-08. 2BR $2,845 and 3BR $4,200 BOTH from that same page (average rent, last 30 days) - same-publisher rule satisfied. Crime: both CrimeGrade pages named Morgan Hill explicitly (violent 3.546 from the 'Violent Crime per Capita in Morgan Hill' section; property 12.73). Property URL: https://crimegrade.org/property-crime-morgan-hill-ca/. FLAG FOR THE COMPILER: the property figure 12.73 is numerically identical to Portola Valley'"
149,Bethel Island,Contra Costa,Unincorporated community,41.0,26.8,25.1,98.2,9.3,70.0,16.3,1995,3000,99% of 2BR stock,Plenty,85% of 3BR stock,Plenty,5.8,23.2,Oakley Union Elementary,35.2,4,Liberty Union High,44.2,7,66.9,43.8,75550,2137,-3.2,"address-based attendance area — ""If you are unsure which school is your school of residence, you can utilize our interactive attendance boundary map on our District website""; enrollment requires two proofs of residence","Widely available — ""Transitional Kindergarten is available for all students who have turned 4 years of age by September 1, 2026""; TK enrollment is at the school of residence and no waitlist, lottery, or limited-seat language appears on the TK page",Ranked,crimegrade.org; CAASPP 2025 (CDE); ouesd.k12.ca.us,"enrolment -3.2% 2023-25 (seats opening); address-based assignment; TK constrained; District URL: https://en.wikipedia.org/wiki/Oakley_Union_Elementary_School_District . The district page names Bethel Island explicitly (""all of Bethel Island""), which is stronger evidence than a place-page lookup. Contra Costa County confirmed. Both district names carry neighbouring towns' names (Oakley, Brentwood), which is expected and correct for an unincorporated island community. Rent and crime were not in scope for this pass — those nulls are placeholders, do not overwrite pass-1 values."
150,St. Helena,Napa,City,40.0,10.7,63.6,72.5,6.5,81.7,5.1,2449,3900,96% of 2BR stock,Plenty,54% of 3BR stock,Some,9.6,35.4,Saint Helena Unified,62.8,9,Saint Helena Unified,42.5,7,74.4,49.2,28778,5438,-4.3,,not established,Ranked,crimegrade.org; CAASPP 2025 (CDE),"enrolment trend only; assignment system and TK position not established; enrolment -4.3% 2023-25 (seats opening); SLUG VARIANT MATTERED - the punctuation in 'St. Helena' makes the three sources disagree on slug form. RENT: the documented 'st-helena-ca' slug served Zumper's generic fallback page; retrying with 'saint-helena-ca' returned a real St. Helena page, and 2BR $2,449 / 3BR $3,900 both came off that ONE page (1BR $1,949), so the same-publisher rule is satisfied. RentCafe was also tried and reports 'n/a' for this city, so Zumper is the only usable rent source. CRIME: 'st-helena-ca' is the correct CrimeGrade form; property"
151,Cotati,Sonoma,City,39.0,53.5,17.6,88.6,27.4,26.9,20.0,2400,3275,97% of 2BR stock,Plenty,76% of 3BR stock,Plenty,4.8,13.3,Cotati-Rohnert Park Unified,35.5,5,Cotati-Rohnert Park Unified,33.9,4,51.7,40.6,99168,7584,3.9,address-based attendance area — with an intra-district school-choice option at TK/K,"Constrained — TK/K families may choose their school, and ""If a school is full, a lottery will take place.""",Ranked,crimegrade.org; CAASPP 2025 (CDE); crpusd.org,"enrolment +3.9% 2023-25 (filling); address-based assignment; TK constrained; Clean run — all four fields from the standard URL patterns, no collisions (Cotati is a unique place name). 2BR and 3BR from the same Zumper page. Crime from both CrimeGrade pages. District: GreatSchools confirmed Cotati is 'a city in Sonoma county, California' and lists one K-12 UNIFIED district, Cotati-Rohnert Park Unified (14 schools, 6,798 students); the same name is correctly placed in both fields. The district name includes neighbouring Rohnert Park because the district genuinely spans both cities — this is th"
152,Rohnert Park,Sonoma,City,38.8,55.0,17.6,84.4,27.0,26.9,21.9,2303,3500,98% of 2BR stock,Plenty,68% of 3BR stock,Plenty,4.6,15.7,Cotati-Rohnert Park Unified,35.5,5,Cotati-Rohnert Park Unified,33.9,4,52.3,41.1,105405,44390,3.9,address-based attendance area — with an intra-district school-choice option at TK/K,"Constrained — TK/K families may choose their school, and ""If a school is full, a lottery will take place.""",Ranked,crimegrade.org; CAASPP 2025 (CDE); crpusd.org,"enrolment +3.9% 2023-25 (filling); address-based assignment; TK constrained; Complete, all four fetches clean. Zumper city pattern worked (data as of Aug 9 2026); 2BR ($2,303) and 3BR ($3,500) both from the SAME page (1BR $1,772). The same page's prose quoted $1,795/$2,297; I used the breakdown table consistently. Both CrimeGrade pages resolved and named Rohnert Park explicitly; property from https://crimegrade.org/property-crime-rohnert-park-ca/. DISTRICT: GreatSchools listed two entries — Cotati-Rohnert Park Unified (K-12, HQ in Rohnert Park) and Harmony Union Elementary. I REJECTED Harmo"
153,Gilroy,Santa Clara,City,38.2,71.7,20.2,69.5,3.3,53.8,10.7,2641,3795,93% of 2BR stock,Plenty,57% of 3BR stock,Some,3.9,11.2,Gilroy Unified,38.3,5,Gilroy Unified,34.9,5,86.7,70.9,56728,59520,-1.8,address-based attendance area,"Widely available — TK is offered ""At all elementary schools."" The only waitlist is for the optional Dual Immersion TK strand at Glen View Elementary: ""Students that are not placed in the Dual Immersion TK program will be assigned to a waiting list.""",Ranked,crimegrade.org; CAASPP 2025 (CDE); gilroyunified.org,"enrolment -1.8% 2023-25 (flat); address-based assignment; TK constrained; Cleanest row in the batch — all three standard city slugs worked first try and every page self-identified as Gilroy, CA (GreatSchools confirmed Santa Clara County). 2BR and 3BR from the same Zumper page; property crime from the property-crime-gilroy-ca equivalent. GreatSchools showed a single K-12 unified district (10,768 students, 17 schools), so the same name fills both district fields."
154,Windsor,Sonoma,Town,37.5,56.4,15.0,92.2,8.8,40.5,12.1,2250,3200,98% of 2BR stock,Plenty,79% of 3BR stock,Plenty,4.6,15.1,Windsor Unified,27.9,3,Windsor Unified,37.5,6,67.1,56.8,62587,26344,2.0,,not established,Ranked,crimegrade.org; CAASPP 2025 (CDE),"enrolment trend only; assignment system and TK position not established; enrolment +2.0% 2023-25 (flat); All three patterns worked first try. COLLISION CHECK: 'Windsor' exists in Ontario, Colorado and the UK — the CrimeGrade violent page explicitly stated 'Windsor, California (Sonoma County)', and the Zumper page said Windsor, California, so the right place is confirmed on both. Rent 2BR and 3BR from the SAME Zumper page (1BR $1,980; note the page's headline median of $2,895 is higher than the 2BR figure because it spans all unit types). District: greatschools.org/california/windsor/ named Windsor Unified School Distr"
155,San Martin,Santa Clara,Unincorporated community,37.4,57.8,27.9,62.3,4.7,62.1,9.3,2664,4302,93% of 2BR stock,Plenty,40% of 3BR stock,Some,4.3,17.5,Morgan Hill Unified,40.5,6,Morgan Hill Unified,41.9,6,80.3,65.3,54854,7027,-2.5,"address-based attendance area — ""school of residence""","Constrained — TK is hosted at designated sites, not necessarily your home school: ""Students attending TK are already enrolled for kindergarten at their school of residence, regardless of where they attend our TK program."" TK transfers are capacity-gated: ""We will only accept TK transfer requests for TK students with siblings at the requested school and only if there is capacity.""",Ranked,crimegrade.org; CAASPP 2025 (CDE); mhusd.org,"enrolment -2.5% 2023-25 (flat); address-based assignment; TK constrained; Complete row. RENT: Zumper served a real page for this CDP; 2BR ($2,664) and 3BR ($4,302) both from the SAME page. STRONG CAVEAT on rent reliability — that same page states prices 'increased by 71% over the last month and 181% since last year', which is a thin-sample artifact for a 7,027-person unincorporated community, not a real market move; the levels are reported as published but should be treated as low-confidence. CRIME: both CrimeGrade pages resolved and named San Martin, CA. DISTRICT: the GreatSchools page "
156,Guerneville,Sonoma,Unincorporated community,36.8,29.4,5.2,85.6,0.5,96.7,3.3,2499,3299,95% of 2BR stock,Plenty,75% of 3BR stock,Plenty,6.5,20.2,Guerneville Elementary,27.6,3,Guerneville Elementary,27.3,3,103.5,59.0,20323,4534,-21.8,,not established,Ranked,crimegrade.org; CAASPP 2025 (CDE),"enrolment trend only; assignment system and TK position not established; enrolment -21.8% 2023-25 (seats opening); Rent: Zumper pattern worked; page self-identified as Guerneville, California; 2BR and 3BR from the SAME page (1BR $1,950, overall average $2,450). Crime: both CrimeGrade pages resolved and self-identified as Guerneville, CA. District: greatschools.org/california/guerneville/ named Guerneville Elementary School District (398 students, 3 schools) and no other district. High school district left NULL — the city page named none, and a follow-up fetch of greatschools.org/california/guerneville/schools/?gradeLevels=h ret"
157,East Palo Alto,San Mateo,City,36.5,43.7,15.5,12.0,48.8,34.3,64.7,5540,7230,12% of 2BR stock,Few,2% of 3BR stock,Almost none,5.2,17.8,Ravenswood City Elementary,8.8,1,Sequoia Union High,57.2,9,36.0,26.5,374184,30034,-2.9,"choice lottery — address does not fix an elementary school: ""Elementary students (grades TK-5) can choose from any of our three elementary schools"" (all middle schoolers attend the single Ravenswood Middle School). Note: the page describes family choice but does not spell out a lottery mechanism or any attendance boundaries.",not established,Ranked,crimegrade.org; CAASPP 2025 (CDE); ravenswoodschools.org,"enrolment -2.9% 2023-25 (flat); choice/lottery assignment; Complete, but TREAT RENT WITH CAUTION. Zumper city page confirmed 'East Palo Alto, California', August 2026. 2BR $5,540 and 3BR $7,230 BOTH from that same page - same-publisher rule satisfied. However the page's own volatility flags are extreme and suggest a thin listing sample: 2BR 'No Change' over 30 days but +76% year-over-year, and 3BR -52% month-over-month. These figures are reported as published but are likely unstable; a downstream ranking should not treat East Palo Alto as the most expensive place in this b"
158,Healdsburg,Sonoma,City,36.1,32.1,59.6,79.0,7.0,31.9,7.0,2695,3395,92% of 2BR stock,Plenty,72% of 3BR stock,Plenty,5.0,25.8,Healdsburg Unified,56.8,8,Healdsburg Unified,43.7,7,72.0,61.9,33312,11340,3.5,,not established,Ranked,crimegrade.org; CAASPP 2025 (CDE),"enrolment trend only; assignment system and TK position not established; enrolment +3.5% 2023-25 (filling); RENT: standard Zumper city pattern; page confirmed Healdsburg, CA, updated 2026-08-09. 2BR $2,695 and 3BR $3,395 from the SAME page (1BR $2,070). The page also shows an all-property-types median of $4,200 described as 118% above the national average — that median is NOT a bedroom figure and was not used for either field. CRIME: violent 5.007 and property 25.76 from https://crimegrade.org/property-crime-healdsburg-ca/ — same publisher, place confirmed on both. DISTRICT: https://www.greatschools.org/california/healds"
159,Napa,Napa,City,36.1,25.6,21.6,73.7,20.0,56.0,19.5,2650,3650,93% of 2BR stock,Plenty,63% of 3BR stock,Plenty,5.9,23.7,Napa Valley Unified,38.9,5,Napa Valley Unified,36.0,5,55.5,35.2,97564,79246,-2.0,address-based attendance area,"Constrained. The district TK page states: ""If your resident school is at capacity for TK and your child is placed at another campus, your child will automatically be enrolled at your school of residence for kindergarten."" TK seats at the home school can and do run out, with placement at another campus as the fallback.",Ranked,crimegrade.org; CAASPP 2025 (CDE); nvusd.org,"enrolment -2.0% 2023-25 (flat); address-based assignment; TK constrained; All three standard city slugs worked. Verified each page was the CITY of Napa, not Napa County — the city/county name collision was the risk here and all three pages self-identified as the city. 2BR and 3BR from the same Zumper page; property crime from the property-crime-napa-ca equivalent. GreatSchools showed one K-12 unified district (County Office of Education and ROP entries ignored per instruction), so the same name fills both fields."
160,Crockett,Contra Costa,Unincorporated community,34.3,25.6,2.1,78.4,39.1,24.5,36.3,2595,3499,94% of 2BR stock,Plenty,68% of 3BR stock,Plenty,6.0,23.6,John Swett Unified,22.6,1,John Swett Unified,28.3,3,41.6,20.3,220096,3268,5.5,,not established,Ranked,crimegrade.org; CAASPP 2025 (CDE),"enrolment trend only; assignment system and TK position not established; enrolment +5.5% 2023-25 (filling); Clean run despite being a small CDP (~3,268) — Zumper did have a real Crockett page, unlike the other small places in this batch. 2BR and 3BR both from that same page's bedroom comparison table (both labelled 'last 30 days'). Crime from the matched CrimeGrade pair (property: https://crimegrade.org/property-crime-crockett-ca/). District: this is the unincorporated-community case the brief warned about — the serving district carries a neighbouring town's name and is headquartered in Rodeo, CA, but John Swett Unified "
161,Cloverdale,Sonoma,City,33.3,36.1,0.9,91.6,2.8,67.4,0.9,2100,3395,99% of 2BR stock,Plenty,72% of 3BR stock,Plenty,5.6,19.6,Cloverdale Unified,23.4,2,Cloverdale Unified,21.7,2,86.8,77.5,9539,8995,-1.6,,not established,Ranked,crimegrade.org; CAASPP 2025 (CDE),"enrolment trend only; assignment system and TK position not established; enrolment -1.6% 2023-25 (flat); Zumper slug worked; 2BR and 3BR from the same page. Data oddity worth flagging to a careful reader: the same page showed 1BR at $2,200 and 2BR at $2,100, i.e. the 2BR is slightly CHEAPER than the 1BR — a thin-inventory artifact in a small Sonoma County market. The 2BR/3BR pair used here is internally consistent ($2,100 -> $3,395) and both come from that one page, so no cross-publisher mixing was done. Single UNIFIED district (Cloverdale Unified, K-12, 5 schools, 1,303 students) covers both fields. CrimeGrade pages "
